Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
9/15/2015,1/15/1900,September,2015,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,54,2,546,548
11/15/2013,1/15/1900,November,2013,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54,4,1260,1264
11/15/2015,1/15/1900,November,2015,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",27,42,54,3,1134,1137
11/22/2013,1/22/1900,November,2013,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",5,42,54,1,210,211
11/22/2015,1/22/1900,November,2015,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,0,126,126
4/3/2014,1/3/1900,April,2014,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,3,882,885
4/3/2016,1/3/1900,April,2016,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,3,966,969
5/20/2014,1/20/1900,May,2014,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,2,630,632
5/20/2016,1/20/1900,May,2016,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,2,588,590
6/21/2014,1/21/1900,June,2014,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",11,42,54,1,462,463
6/21/2016,1/21/1900,June,2016,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,1,504,505
11/14/2013,1/14/1900,November,2013,19,Youth (<25),M,Canada,Alberta,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,84,294,378
11/14/2015,1/14/1900,November,2015,19,Youth (<25),M,Canada,Alberta,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,48,168,216
10/14/2013,1/14/1900,October,2013,30,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,2,630,632
10/14/2015,1/14/1900,October,2015,30,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,2,546,548
11/25/2013,1/25/1900,November,2013,30,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,2,630,632
11/25/2015,1/25/1900,November,2015,30,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,1,504,505
12/22/2013,1/22/1900,December,2013,30,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",29,42,54,3,1218,1221
12/22/2015,1/22/1900,December,2015,30,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",31,42,54,4,1302,1306
10/14/2013,1/14/1900,October,2013,30,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",15,42,54,67,630,697
10/14/2015,1/14/1900,October,2015,30,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",15,42,54,67,630,697
8/12/2013,1/12/1900,August,2013,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,229,882,1111
8/12/2015,1/12/1900,August,2015,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,229,882,1111
10/22/2013,1/22/1900,October,2013,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,55,210,265
10/22/2015,1/22/1900,October,2015,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,66,252,318
11/10/2013,1/10/1900,November,2013,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,273,1050,1323
11/10/2015,1/10/1900,November,2015,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,240,924,1164
11/28/2013,1/28/1900,November,2013,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,175,672,847
11/28/2015,1/28/1900,November,2015,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",17,42,54,186,714,900
12/17/2013,1/17/1900,December,2013,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",17,42,54,186,714,900
12/17/2015,1/17/1900,December,2015,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,207,798,1005
1/23/2014,1/23/1900,January,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,98,378,476
1/23/2016,1/23/1900,January,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54,98,378,476
1/25/2014,1/25/1900,January,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,33,126,159
1/25/2016,1/25/1900,January,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,55,210,265
2/3/2014,1/3/1900,February,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,66,252,318
2/3/2016,1/3/1900,February,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,76,294,370
4/28/2014,1/28/1900,April,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,273,1050,1323
4/28/2016,1/28/1900,April,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",26,42,54,284,1092,1376
5/6/2014,1/6/1900,May,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,87,336,423
5/6/2016,1/6/1900,May,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,66,252,318
5/12/2014,1/12/1900,May,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,22,84,106
5/12/2016,1/12/1900,May,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,33,126,159
6/2/2014,1/2/1900,June,2014,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,131,504,635
6/2/2016,1/2/1900,June,2016,37,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",14,42,54,153,588,741
12/2/2013,1/2/1900,December,2013,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,11,42,53
12/2/2015,1/2/1900,December,2015,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,11,42,53
12/12/2013,1/12/1900,December,2013,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",28,42,54,321,1176,1497
12/12/2015,1/12/1900,December,2015,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",28,42,54,321,1176,1497
1/29/2014,1/29/1900,January,2014,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",30,42,54,344,1260,1604
1/29/2016,1/29/1900,January,2016,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",31,42,54,355,1302,1657
2/7/2014,1/7/1900,February,2014,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",30,42,54,344,1260,1604
2/7/2016,1/7/1900,February,2016,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,309,1134,1443
3/3/2014,1/3/1900,March,2014,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,332,1218,1550
3/3/2016,1/3/1900,March,2016,38,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,298,1092,1390
8/16/2013,1/16/1900,August,2013,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,80,672,752
8/16/2015,1/16/1900,August,2015,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,90,756,846
8/29/2013,1/29/1900,August,2013,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,134,1134,1268
8/29/2015,1/29/1900,August,2015,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,129,1092,1221
10/5/2013,1/5/1900,October,2013,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,35,294,329
10/5/2015,1/5/1900,October,2015,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,25,210,235
10/17/2013,1/17/1900,October,2013,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,70,588,658
10/17/2015,1/17/1900,October,2015,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,75,630,705
11/8/2013,1/8/1900,November,2013,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",29,42,54,144,1218,1362
11/8/2015,1/8/1900,November,2015,29,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,139,1176,1315
1/8/2014,1/8/1900,January,2014,23,Youth (<25),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,10,84,94
1/8/2016,1/8/1900,January,2016,23,Youth (<25),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,10,84,94
9/26/2013,1/26/1900,September,2013,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,40,504,544
9/26/2015,1/26/1900,September,2015,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,47,588,635
1/7/2014,1/7/1900,January,2014,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,71,882,953
1/7/2016,1/7/1900,January,2016,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,60,756,816
3/7/2014,1/7/1900,March,2014,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,13,168,181
3/7/2016,1/7/1900,March,2016,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,13,168,181
6/6/2014,1/6/1900,June,2014,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,77,966,1043
6/6/2016,1/6/1900,June,2016,22,Youth (<25),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,71,882,953
9/8/2013,1/8/1900,September,2013,23,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,40,504,544
9/8/2015,1/8/1900,September,2015,23,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",9,42,54,30,378,408
11/11/2013,1/11/1900,November,2013,23,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,97,1218,1315
11/11/2015,1/11/1900,November,2015,23,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,91,1134,1225
10/23/2013,1/23/1900,October,2013,25,Young Adults (25-34),F,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",20,42,54,46,840,886
10/23/2015,1/23/1900,October,2015,25,Young Adults (25-34),F,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",18,42,54,41,756,797
8/27/2013,1/27/1900,August,2013,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,125,1050,1175
8/27/2015,1/27/1900,August,2015,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,134,1134,1268
10/12/2013,1/12/1900,October,2013,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,90,756,846
10/12/2015,1/12/1900,October,2015,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,90,756,846
11/16/2013,1/16/1900,November,2013,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
11/16/2015,1/16/1900,November,2015,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,45,378,423
12/4/2013,1/4/1900,December,2013,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
12/4/2015,1/4/1900,December,2015,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,35,294,329
12/13/2013,1/13/1900,December,2013,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,110,924,1034
12/13/2015,1/13/1900,December,2015,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,120,1008,1128
2/4/2014,1/4/1900,February,2014,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,15,126,141
2/4/2016,1/4/1900,February,2016,26,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,5,42,47
10/7/2013,1/7/1900,October,2013,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,25,210,235
10/7/2015,1/7/1900,October,2015,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,20,168,188
10/14/2013,1/14/1900,October,2013,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,65,546,611
10/14/2015,1/14/1900,October,2015,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,60,504,564
1/27/2014,1/27/1900,January,2014,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,20,168,188
1/27/2016,1/27/1900,January,2016,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,5,42,47
2/3/2014,1/3/1900,February,2014,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,20,168,188
2/3/2016,1/3/1900,February,2016,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,25,210,235
6/16/2014,1/16/1900,June,2014,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,95,798,893
6/16/2016,1/16/1900,June,2016,26,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,105,882,987
6/12/2014,1/12/1900,June,2014,39,Adults (35-64),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,120,1134,1254
6/12/2016,1/12/1900,June,2016,39,Adults (35-64),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,120,1134,1254
8/4/2013,1/4/1900,August,2013,68,Seniors (64+),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",23,42,54,3,966,969
8/4/2015,1/4/1900,August,2015,68,Seniors (64+),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",20,42,54,2,840,842
4/19/2014,1/19/1900,April,2014,68,Seniors (64+),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,2,714,716
4/19/2016,1/19/1900,April,2016,68,Seniors (64+),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,2,714,716
10/8/2013,1/8/1900,October,2013,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,5,42,47
10/8/2015,1/8/1900,October,2015,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,54,10,84,94
10/13/2013,1/13/1900,October,2013,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",9,42,54,45,378,423
10/13/2015,1/13/1900,October,2015,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,50,420,470
5/31/2014,1/31/1900,May,2014,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,80,672,752
5/31/2016,1/31/1900,May,2016,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,85,714,799
7/28/2014,1/28/1900,July,2014,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,120,1008,1128
7/28/2016,1/28/1900,July,2016,33,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,125,1050,1175
8/26/2013,1/26/1900,August,2013,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,55,462,517
8/26/2015,1/26/1900,August,2015,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,45,378,423
1/7/2014,1/7/1900,January,2014,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,110,924,1034
1/7/2016,1/7/1900,January,2016,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,120,1008,1128
4/25/2014,1/25/1900,April,2014,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,10,84,94
4/25/2016,1/25/1900,April,2016,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",4,42,54,20,168,188
5/23/2014,1/23/1900,May,2014,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",5,42,54,25,210,235
5/23/2016,1/23/1900,May,2016,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",7,42,54,35,294,329
6/3/2014,1/3/1900,June,2014,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
6/3/2016,1/3/1900,June,2016,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,50,420,470
6/10/2014,1/10/1900,June,2014,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,75,630,705
6/10/2016,1/10/1900,June,2016,30,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,80,672,752
1/5/2014,1/5/1900,January,2014,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,71,882,953
1/5/2016,1/5/1900,January,2016,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,71,882,953
1/10/2014,1/10/1900,January,2014,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,47,588,635
1/10/2016,1/10/1900,January,2016,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,40,504,544
5/15/2014,1/15/1900,May,2014,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,54,44,546,590
5/15/2016,1/15/1900,May,2016,31,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,50,630,680
1/24/2014,1/24/1900,January,2014,39,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",13,42,54,65,546,611
1/24/2016,1/24/1900,January,2016,39,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",15,42,54,75,630,705
6/14/2014,1/14/1900,June,2014,39,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",11,42,54,55,462,517
6/14/2016,1/14/1900,June,2016,39,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",13,42,54,65,546,611
